Hum,Macaca,Mouse,Rat
SP3,SP3,Sp3,Sp3
TRIM17,TRIM17,Trim17,Trim17
SEBOX,SEBOX,Sebox,Sebox
LSMEM1,LSMEM1,Lsmem1,Lsmem1
ANKRD24,ANKRD24,Ankrd24,Ankrd24
SRSF9,SRSF9,Srsf9,Srsf9
PPP4R3A,PPP4R3A,Ppp4r3a,Ppp4r3a
BTC,BTC,Btc,Btc
ZNF322,ZNF322,Zfp322a,Zfp322a
SPATA5,SPATA5,Spata5,Spata5
GPR152,GPR152,Gpr152,Gpr152
CABP4,CABP4,Cabp4,Cabp4
NRIP3,NRIP3,Nrip3,Nrip3
PEG3,PEG3,Peg3,Peg3
LRIG3,LRIG3,Lrig3,Lrig3
TRIM25,TRIM25,Trim25,Trim25
SYNDIG1,SYNDIG1,Syndig1,Syndig1
TEX28,TEX28,Tex28,Tex28
FKBPL,FKBPL,Fkbpl,Fkbpl
PPP6R2,PPP6R2,Ppp6r2,Ppp6r2
COX6A1,COX6A1,Cox6a1,Cox6a1
ZNF688,ZNF688,Zfp688,Zfp688
MTDH,MTDH,Mtdh,Mtdh
MCC,MCC,Mcc,Mcc
OSBPL6,OSBPL6,Osbpl6,Osbpl6
ABHD6,ABHD6,Abhd6,Abhd6
FAM117B,FAM117B,Fam117b,Fam117b
SLC35C2,SLC35C2,Slc35c2,Slc35c2
MICALL2,MICALL2,Micall2,Micall2
HIPK2,HIPK2,Hipk2,Hipk2
SCYL1,SCYL1,Scyl1,Scyl1
COIL,COIL,Coil,Coil
NME8,NME8,Nme8,Nme8
JCAD,JCAD,Jcad,RGD1562037
ABCA13,ABCA13,Abca13,Abca13
ADCY8,ADCY8,Adcy8,Adcy8
OSTF1,OSTF1,Ostf1,Ostf1
RDH12,RDH12,Rdh12,Rdh12
WDYHV1,WDYHV1,Wdyhv1,Wdyhv1
MTPAP,MTPAP,Mtpap,Mtpap
PXK,PXK,Pxk,Pxk
NOP16,NOP16,Nop16,Nop16
WBP2NL,WBP2NL,Wbp2nl,Wbp2nl
SH3GLB1,SH3GLB1,Sh3glb1,Sh3glb1
EPDR1,EPDR1,Epdr1,Epdr1
AQP5,AQP5,Aqp5,Aqp5
FBXO28,FBXO28,Fbxo28,Fbxo28
PARM1,PARM1,Parm1,Parm1
SLC35G1,SLC35G1,Slc35g1,Slc35g1
CLIC5,CLIC5,Clic5,Clic5
SLC6A11,SLC6A11,Slc6a11,Slc6a11
AQP2,AQP2,Aqp2,Aqp2
SFRP4,SFRP4,Sfrp4,Sfrp4
DHX34,DHX34,Dhx34,Dhx34
ALKBH2,ALKBH2,Alkbh2,Alkbh2
PCMTD2,PCMTD2,Pcmtd2,Pcmtd2
ARL10,ARL10,Arl10,Arl10
PRRT1,PRRT1,Prrt1,Prrt1
WNT8B,WNT8B,Wnt8b,Wnt8b
AZGP1,AZGP1,Azgp1,Azgp1
YIPF1,YIPF1,Yipf1,Yipf1
MCAT,MCAT,Mcat,Mcat
TCEANC,TCEANC,Tceanc,Tceanc
C11orf84,C11orf84,AI846148,RGD1308106
BAZ2A,BAZ2A,Baz2a,Baz2a
DCST1,DCST1,Dcst1,Dcst1
FOSL1,FOSL1,Fosl1,Fosl1
SNCB,SNCB,Sncb,Sncb
PLCH1,PLCH1,Plch1,Plch1
RTN3,RTN3,Rtn3,Rtn3
FBXL7,FBXL7,Fbxl7,Fbxl7
SLCO3A1,SLCO3A1,Slco3a1,Slco3a1
C17orf78,C17orf78,Gm11437,LOC102552988
ZNF692,ZNF692,Zfp692,Zfp692
TMEM199,TMEM199,Tmem199,Tmem199
GABRA4,GABRA4,Gabra4,Gabra4
SOAT1,SOAT1,Soat1,Soat1
TTLL7,TTLL7,Ttll7,Ttll7
CALCRL,CALCRL,Calcrl,Calcrl
NCF4,NCF4,Ncf4,Ncf4
NDC1,NDC1,Ndc1,Ndc1
C4orf46,C4orf46,4930579G24Rik,RGD1560010
TSPYL5,TSPYL5,Tspyl5,Tspyl5
SBDS,SBDS,Sbds,Sbds
ETFDH,ETFDH,Etfdh,Etfdh
PVALB,PVALB,Pvalb,Pvalb
GAN,GAN,Gan,Gan
MTFMT,MTFMT,Mtfmt,Mtfmt
TACR1,TACR1,Tacr1,Tacr1
PTPRCAP,PTPRCAP,Ptprcap,Ptprcap
PRKAR2B,PRKAR2B,Prkar2b,Prkar2b
SRBD1,SRBD1,Srbd1,Srbd1
Sep-03,Sep-03,Sep-03,Sep-03
MYOCD,MYOCD,Myocd,Myocd
DET1,DET1,Det1,Det1
GPR183,GPR183,Gpr183,Gpr183
CDCA7,CDCA7,Cdca7,Cdca7
OPLAH,OPLAH,Oplah,Oplah
CACNA1A,CACNA1A,Cacna1a,Cacna1a
DHX30,DHX30,Dhx30,Dhx30
PKIG,PKIG,Pkig,Pkig
NXPH2,NXPH2,Nxph2,Nxph2
CTNNB1,CTNNB1,Ctnnb1,Ctnnb1
NTN4,NTN4,Ntn4,Ntn4
ITGAL,,Itgal,Itgal
ODF2L,ODF2L,Odf2l,Odf2l
DPPA4,DPPA4,Dppa4,Dppa4
APOB,APOB,Apob,Apob
HERC6,HERC6,Herc6,Herc6
XKR6,XKR6,Xkr6,Xkr6
TBC1D19,TBC1D19,Tbc1d19,Tbc1d19
SHOC2,SHOC2,Shoc2,Shoc2
OBSCN,OBSCN,Obscn,Obscn
LDAH,LDAH,Ldah,Ldah
ZNF385C,ZNF385C,Zfp385c,Zfp385c
SYT9,SYT9,Syt9,Syt9
MEDAG,MEDAG,Medag,Medag
CXCR4,CXCR4,Cxcr4,Cxcr4
AATF,AATF,Aatf,Aatf
ARF5,ARF5,Arf5,Arf5
CHODL,CHODL,Chodl,Chodl
SPOCK1,SPOCK1,Spock1,Spock1
PLEKHH1,PLEKHH1,Plekhh1,Plekhh1
ZNF449,ZNF449,Zfp449,Zfp449
MAN1A2,MAN1A2,Man1a2,Man1a2
NHLRC2,NHLRC2,Nhlrc2,Nhlrc2
C19orf66,C19orf66,A230050P20Rik,LOC500956
DISC1,DISC1,Disc1,Disc1
CYB561,CYB561,Cyb561,Cyb561
CPZ,CPZ,Cpz,Cpz
CRYL1,CRYL1,Cryl1,Cryl1
OSBPL7,OSBPL7,Osbpl7,Osbpl7
ERCC2,ERCC2,Ercc2,Ercc2
RANBP2,RANBP2,Ranbp2,Ranbp2
TMEM196,TMEM196,Tmem196,Tmem196
MGAT4B,MGAT4B,Mgat4b,Mgat4b
GJA3,GJA3,Gja3,Gja3
SLC9A2,SLC9A2,Slc9a2,Slc9a2
KDELC1,KDELC1,Kdelc1,Kdelc1
DISP1,DISP1,Disp1,Disp1
HNF1A,HNF1A,Hnf1a,Hnf1a
BRD9,BRD9,Brd9,Brd9
EPHB3,EPHB3,Ephb3,Ephb3
PSD3,PSD3,Psd3,Psd3
GPHB5,GPHB5,Gphb5,Gphb5
BCL7C,BCL7C,Bcl7c,Bcl7c
OPN5,OPN5,Opn5,Opn5
MGMT,MGMT,Mgmt,Mgmt
GABRR3,GABRR3,Gabrr3,Gabrr3
OSR2,OSR2,Osr2,Osr2
ARMCX6,,Armcx6,Armcx6
WDR33,WDR33,Wdr33,Wdr33
RALA,RALA,Rala,Rala
IFNG,IFNG,Ifng,Ifng
EEF1AKMT3,EEF1AKMT3,Eef1akmt3,Mettl21b
PERP,PERP,Perp,Perp
AC114296.1,,Gm3045,RGD1562024
RGMB,RGMB,Rgmb,Rgmb
USP35,USP35,Usp35,Usp35
ARNT2,ARNT2,Arnt2,Arnt2
LCORL,,Lcorl,Lcorl
AGBL1,AGBL1,Agbl1,Agbl1
ZNF521,ZNF521,Zfp521,Zfp521
ARL3,ARL3,Arl3,Arl3
NEUROG1,NEUROG1,Neurog1,Neurog1
XRN1,XRN1,Xrn1,Xrn1
PPME1,PPME1,Ppme1,Ppme1
FAM19A3,FAM19A3,Fam19a3,Fam19a3
GNAI3,GNAI3,Gnai3,Gnai3
RNF5,RNF5,Rnf5,Rnf5
RIOX2,RIOX2,Riox2,Riox2
SEL1L2,SEL1L2,Sel1l2,Sel1l2
DYRK2,DYRK2,Dyrk2,Dyrk2
HRH4,H4,Hrh4,Hrh4
TXNL4A,TXNL4A,Txnl4a,Txnl4a
HINT3,HINT3,Hint3,Hint3
PCGF3,PCGF3,Pcgf3,Pcgf3
HES1,HES1,Hes1,Hes1
FBXW5,FBXW5,Fbxw5,Fbxw5
PARP6,PARP6,Parp6,Parp6
TNFRSF4,TNFRSF4,Tnfrsf4,Tnfrsf4
EXD2,EXD2,Exd2,Exd2
ARHGAP31,ARHGAP31,Arhgap31,Arhgap31
TMED8,TMED8,Tmed8,Tmed8
KLF13,,Klf13,Klf13
CD200,CD200,Cd200,Cd200
UCMA,UCMA,Ucma,Ucma
PHTF2,PHTF2,Phtf2,Phtf2
FSD2,FSD2,Fsd2,Fsd2
SLC11A2,Nramp2,Slc11a2,Slc11a2
OTUB1,OTUB1,Otub1,Otub1
NFATC4,NFATC4,Nfatc4,Nfatc4
MACROD1,MACROD1,Macrod1,Macrod1
COX10,COX10,Cox10,Cox10
NFXL1,NFXL1,Nfxl1,Nfxl1
ESYT2,ESYT2,Esyt2,Esyt2
BCAR1,BCAR1,Bcar1,Bcar1
ARR3,ARR3,Arr3,Arr3
SLC37A3,SLC37A3,Slc37a3,Slc37a3
SMG8,SMG8,Smg8,Smg8
DEPDC5,DEPDC5,Depdc5,Depdc5
CISD2,CISD2,Cisd2,Cisd2
GCNT1,GCNT1,Gcnt1,Gcnt1
NFAM1,NFAM1,Nfam1,Nfam1
VIM,VIM,Vim,Vim
SDHA,,Sdha,Sdha
DCUN1D4,DCUN1D4,Dcun1d4,Dcun1d4
QSER1,QSER1,Qser1,Qser1
GPR17,GPR17,Gpr17,Gpr17
G3BP2,G3BP2,G3bp2,G3bp2
UBE2J1,UBE2J1,Ube2j1,Ube2j1
RBBP4,RBBP4,Rbbp4,Rbbp4
VCP,VCP,Vcp,Vcp
C3orf52,C3orf52,BC016579,LOC685680
SCRN3,SCRN3,Scrn3,Scrn3
ATG16L1,ATG16L1,Atg16l1,Atg16l1
MTA3,MTA3,Mta3,Mta3
SPATA46,SPATA46,Spata46,Spata46
NOS1AP,NOS1AP,Nos1ap,LOC100361087
AMDHD1,AMDHD1,Amdhd1,Amdhd1
TOP3A,TOP3A,Top3a,Top3a
WDR26,WDR26,Wdr26,Wdr26
TRIM14,TRIM14,Trim14,Trim14
RRP12,RRP12,Rrp12,Rrp12
COPS6,COPS6,Cops6,Cops6
SMIM35,SMIM35,BC049352,LOC102546809
GLB1L3,GLB1L3,Glb1l3,Glb1l3
SPTLC3,,Sptlc3,Sptlc3
PRLH,PRLH,Prlh,Prlh
AIF1L,AIF1L,Aif1l,Aif1l
SRMS,SRMS,Srms,Srms
MNS1,MNS1,Mns1,Mns1
RCAN2,RCAN2,Rcan2,Rcan2
SGCA,SGCA,Sgca,Sgca
RSU1,RSU1,Rsu1,Rsu1
INTU,INTU,Intu,Intu
HSD17B8,HSD17B8,H2-Ke6,Hsd17b8
POU3F4,POU3F4,Pou3f4,Pou3f4
CNTRL,CNTRL,Cntrl,Cntrl
RNF217,RNF217,Rnf217,Rnf217
GPR150,GPR150,Gpr150,Gpr150
LAMA1,LAMA1,Lama1,Lama1
DDX1,DDX1,Ddx1,Ddx1
SFTPB,SFTPB,Sftpb,Sftpb
AKAP7,AKAP7,Akap7,Akap7
TRMT5,TRMT5,Trmt5,Trmt5
CGA,CGA,Cga,Cga
NAF1,NAF1,Naf1,Naf1
ANKRD10,ANKRD10,Ankrd10,Ankrd10
ELOVL3,ELOVL3,Elovl3,Elovl3
INAVA,INAVA,5730559C18Rik,RGD1311892
IQCM,IQCM,Iqcm,
LOXHD1,,Loxhd1,Loxhd1
PBDC1,PBDC1,Pbdc1,Pbdc1
SEMA4G,SEMA4G,Sema4g,Sema4g
GPIHBP1,GPIHBP1,Gpihbp1,Gpihbp1
USP54,USP54,Usp54,Usp54
TBX21,TBX21,Tbx21,Tbx21
E2F8,E2F8,E2f8,E2f8
UBA6,UBA6,Uba6,Uba6
MRNIP,MRNIP,Mrnip,Mrnip
PIGV,PIGV,Pigv,Pigv
INVS,INVS,Invs,Invs
MS4A7,MS4A7,Ms4a7,Ms4a7
P2RY6,P2RY6,P2ry6,P2ry6
TBC1D9B,TBC1D9B,Tbc1d9b,Tbc1d9b
ATOH7,ATOH7,Atoh7,Atoh7
RDH8,RDH8,Rdh8,Rdh8
HTR4,HTR4,Htr4,Htr4
INF2,INF2,Inf2,Inf2
PLEKHS1,PLEKHS1,Plekhs1,Plekhs1
HSDL1,HSDL1,Hsdl1,Hsdl1
D2HGDH,D2HGDH,D2hgdh,D2hgdh
CTU1,CTU1,Ctu1,Ctu1
MRC2,MRC2,Mrc2,Mrc2
PSMD11,PSMD11,Psmd11,Psmd11
NDUFB2,NDUFB2,Ndufb2,Ndufb2
CCDC177,CCDC177,Ccdc177,Ccdc177
NHSL1,NHSL1,Nhsl1,Nhsl1
EXOC8,EXOC8,Exoc8,Exoc8
ZNF367,ZNF367,Zfp367,Zfp367
NOC4L,NOC4L,Noc4l,Noc4l
LHX6,LHX6,Lhx6,Lhx6
COL9A2,COL9A2,Col9a2,Col9a2
GPD1,GPD1,Gpd1,Gpd1
TPPP,TPPP,Tppp,Tppp
TGFBI,TGFBI,Tgfbi,Tgfbi
SNW1,SNW1,Snw1,Snw1
ABCA2,ABCA2,Abca2,Abca2
SPESP1,SPESP1,Spesp1,Spesp1
ESR1,ESR1,Esr1,Esr1
ME3,ME3,Me3,Me3
SMOX,SMOX,Smox,Smox
TRMT11,TRMT11,Trmt11,Trmt11
TSSK4,TSSK4,Tssk4,Tssk4
MDP1,MDP1,Mdp1,Mdp1
SNAI3,SNAI3,Snai3,Snai3
FNDC1,FNDC1,Fndc1,Fndc1
PITPNA,PITPNA,Pitpna,Pitpna
TMEM39A,TMEM39A,Tmem39a,Tmem39a
LECT2,LECT2,Lect2,Lect2
TOM1L1,TOM1L1,Tom1l1,Tom1l1
AVIL,AVIL,Avil,Avil
TRPM2,TRPM2,Trpm2,Trpm2
ARCN1,ARCN1,Arcn1,Arcn1
DACH1,DACH1,Dach1,Dach1
CPLX1,CPLX1,Cplx1,Cplx1
BROX,BROX,Brox,Brox
FTSJ1,FTSJ1,Ftsj1,Ftsj1
CCDC85A,CCDC85A,Ccdc85a,LOC103690141
GRID2,GRID2,Grid2,Grid2
SPATA20,SPATA20,Spata20,Spata20
RASGRP3,RASGRP3,Rasgrp3,Rasgrp3
SLC47A1,SLC47A1,Slc47a1,Slc47a1
ADRB3,B3AR,Adrb3,Adrb3
KLHL1,KLHL1,Klhl1,Klhl1
UBE4A,UBE4A,Ube4a,Ube4a
SYPL2,SYPL2,Sypl2,Sypl2
ZBTB2,ZBTB2,Zbtb2,Zbtb2
SOX8,,Sox8,Sox8
IGSF6,IGSF6,Igsf6,Igsf6
GDF10,GDF10,Gdf10,Gdf10
EMB,EMB,Emb,Emb
DDX41,DDX41,Ddx41,Ddx41
NDUFAF5,NDUFAF5,Ndufaf5,Ndufaf5
UBTD2,UBTD2,Ubtd2,Ubtd2
MAFK,MAFK,Mafk,Mafk
SGK494,,BC030499,Spag5
POF1B,POF1B,Pof1b,Pof1b
PLPP7,PLPP7,Plpp7,Plpp7
TBC1D2,TBC1D2,Tbc1d2,Tbc1d2
CCDC127,CCDC127,Ccdc127,Ccdc127
KIAA0100,KIAA0100,2610507B11Rik,RGD1307929
ACTR1A,ACTR1A,Actr1a,Actr1a
DIO1,DIO1,Dio1,Dio1
PTPN5,PTPN5,Ptpn5,Ptpn5
CCDC183,CCDC183,Ccdc183,Ccdc183
TMEM86A,TMEM86A,Tmem86a,Tmem86a
C22orf39,C22orf39,2510002D24Rik,LOC498122
PRR7,PRR7,Prr7,Prr7
MC4R,MC4R,Mc4r,Mc4r
PGBD5,PGBD5,Pgbd5,Pgbd5
RIDA,RIDA,Rida,Rida
KCNJ5,KCNJ5,Kcnj5,Kcnj5
TMEM247,TMEM247,Tmem247,Tmem247
FER1L6,FER1L6,Fer1l6,Fer1l6
CLNS1A,CLNS1A,Clns1a,Clns1a
TNS1,TNS1,Tns1,Tns1
HGH1,HGH1,Hgh1,Hgh1
FANCC,FANCC,Fancc,Fancc
ZBTB8OS,ZBTB8OS,Zbtb8os,Zbtb8os
PJVK,PJVK,Pjvk,Dfnb59
PHC1,PHC1,Phc1,Phc1
C15orf52,C15orf52,A430105I19Rik,RGD1565536
BIRC6,BIRC6,Birc6,Birc6
CDK2,CDK2,Cdk2,Cdk2
INPP5D,INPP5D,Inpp5d,Inpp5d
RAX,RAX,Rax,Rax
FOXA1,FOXA1,Foxa1,Foxa1
EML4,EML4,Eml4,Eml4
ZNF182,ZNF182,Zfp182,Zfp182
GRIP1,GRIP1,Grip1,Grip1
ARSK,ARSK,Arsk,Arsk
PQLC2,PQLC2,Pqlc2,Pqlc2
DIRAS2,DIRAS2,Diras2,Diras2
RAB9A,RAB9A,Rab9,Rab9a
ZDHHC14,ZDHHC14,Zdhhc14,Zdhhc14
CRYBB1,CRYBB1,Crybb1,Crybb1
CSN2,CSN2,Csn2,Csn2
RASAL3,RASAL3,Rasal3,Rasal3
GADD45G,,Gadd45g,Gadd45g
AKAP1,AKAP1,Akap1,Akap1
RALYL,RALYL,Ralyl,Ralyl
ASPH,ASPH,Asph,Asph
KIF9,KIF9,Kif9,Kif9
PDE1B,PDE1B,Pde1b,Pde1b
CCL2,CCL2,Ccl2,Ccl2
SEMA6D,SEMA6D,Sema6d,Sema6d
KRT80,KRT80,Krt80,Krt80
CEP192,CEP192,Cep192,Cep192
KYNU,KYNU,Kynu,Kynu
RUBCN,,Rubcn,Rubcn
C14orf39,C14orf39,4930447C04Rik,Six6os1
ATP6V1G3,ATP6V1G3,Atp6v1g3,Atp6v1g3
GJC3,GJC3,Gjc3,Gjc3
AXDND1,AXDND1,Axdnd1,AABR07021465.1
TPST2,TPST2,Tpst2,Tpst2
CFAP46,CFAP46,Cfap46,Cfap46
PROS1,PROS1,Pros1,Pros1
MAX,MAX,Max,Max
PKD2L1,PKD2L1,Pkd2l1,Pkd2l1
AIP,AIP,Aip,Aip
SIX6,SIX6,Six6,Six6
TMEM121B,TMEM121B,Tmem121b,Cecr6
RTKN2,RTKN2,Rtkn2,Rtkn2
BTBD3,,Btbd3,Btbd3
TRMT61A,TRMT61A,Trmt61a,LOC103692719
MSANTD1,MSANTD1,Msantd1,Msantd1
IL17RA,IL17RA,Il17ra,Il17ra
CLRN3,CLRN3,Clrn3,Clrn3
CFDP1,CFDP1,Cfdp1,Cfdp1
DNASE1L1,DNASE1L1,Dnase1l1,Dnase1l1
VPS54,VPS54,Vps54,Vps54
IL1R1,IL1R1,Il1r1,Il1r1
WIPF1,WIPF1,Wipf1,Wipf1
SYT16,SYT16,Syt16,Syt16
PDZD11,PDZD11,Pdzd11,Pdzd11
HBS1L,HBS1L,Hbs1l,Hbs1l
TCF4,TCF4,Tcf4,Tcf4
DGAT1,DGAT1,Dgat1,Dgat1
CD3D,CD3D,Cd3d,Cd3d
PARVB,PARVB,Parvb,Parvb
DOCK7,DOCK7,Dock7,Dock7
AKAP12,AKAP12,Akap12,Akap12
GTF2H5,GTF2H5,Gtf2h5,
PRUNE2,PRUNE2,Prune2,Prune2
SOCS5,SOCS5,Socs5,Socs5
GK2,GK2,Gk2,Gk2
VMO1,VMO1,Vmo1,Vmo1
DERA,DERA,Dera,Dera
RABL6,RABL6,Rabl6,Rabl6
RESP18,RESP18,Resp18,Resp18
PIGS,PIGS,Pigs,Pigs
GABRR2,GABRR2,Gabrr2,Gabrr2
UNC119,UNC119,Unc119,Unc119
ZBTB12,ZBTB12,Zbtb12,Zbtb12
JRK,JRK,Jrk,Jrk
C19orf18,C19orf18,2900092C05Rik,LOC691722
RGS14,RGS14,Rgs14,Rgs14
LEPROT,LEPROT,Leprot,Leprot
DUSP12,DUSP12,Dusp12,Dusp12
GLB1L2,GLB1L2,Glb1l2,Glb1l2
CCDC83,CCDC83,Ccdc83,Ccdc83
RAB17,RAB17,Rab17,Rab17
PAQR3,PAQR3,Paqr3,Paqr3
CNOT7,CNOT7,Cnot7,Cnot7
WDR59,WDR59,Wdr59,Wdr59
ATG7,ATG7,Atg7,Atg7
GALNT18,GALNT18,Galnt18,Galnt18
RAPGEF2,RAPGEF2,Rapgef2,Rapgef2
CPLX4,CPLX4,Cplx4,Cplx4
ENPP5,ENPP5,Enpp5,Enpp5
C1orf115,C1orf115,C130074G19Rik,RGD1310587
LHFPL4,LHFPL4,Lhfpl4,Lhfpl4
RANBP17,RANBP17,Ranbp17,Ranbp17
C11orf68,C11orf68,AI837181,Bles03
MRPL20,MRPL20,Mrpl20,Mrpl20
HSPB6,HSPB6,Hspb6,Hspb6
PGLYRP2,PGLYRP2,Pglyrp2,Pglyrp2
OGDH,OGDH,Ogdh,LOC103693780
NPHS2,NPHS2,Nphs2,Nphs2
PCSK5,PCSK5,Pcsk5,Pcsk5
ATF3,ATF3,Atf3,Atf3
HIST1H2BJ,,Hist2h2be,Hist2h2be
MANEAL,MANEAL,Maneal,Maneal
BLOC1S2,BLOC1S2,Bloc1s2,Bloc1s2
FNIP2,FNIP2,Fnip2,Fnip2
ACACB,ACACB,Acacb,Acacb
WDR97,WDR97,Gm35339,Wdr97
AURKC,AURKC,Aurkc,Aurkc
ZIC5,ZIC5,Zic5,Zic5
DEXI,DEXI,Dexi,Dexi
ELMO2,ELMO2,Elmo2,LOC102555457
SELENOF,SELENOF,Selenof,Sep-15
LAMA4,LAMA4,Lama4,Lama4
CAMLG,CAMLG,Caml,Camlg
DCPS,DCPS,Dcps,Dcps
FKBP5,FKBP5,Fkbp5,Fkbp5
ZNF574,ZNF574,Zfp574,Zfp574
GABRB1,GABRB1,Gabrb1,Gabrb1
HTT,HTT,Htt,Htt
REEP6,REEP6,Reep6,Reep6
KCNJ6,KCNJ6,Kcnj6,Kcnj6
GNG13,GNG13,Gng13,Gng13
EIF4G2,EIF4G2,Eif4g2,Eif4g2
SIRT4,SIRT4,Sirt4,Sirt4
SH3BP5L,SH3BP5L,Sh3bp5l,Sh3bp5l
EREG,EREG,Ereg,Ereg
PWWP2B,PWWP2B,Pwwp2b,Pwwp2b
DPY19L3,DPY19L3,Dpy19l3,Dpy19l3
CNRIP1,CNRIP1,Cnrip1,Cnrip1
CLCA2,CLCA2,Clca2,Clca2
CDCA8,CDCA8,Cdca8,Cdca8
PTGR1,PTGR1,Ptgr1,Ptgr1
NLRP5,NLRP5,Nlrp5,Nlrp5
RIT2,RIT2,Rit2,Rit2
DSPP,DSPP,Dspp,Dspp
FAM3B,FAM3B,Fam3b,Fam3b
PAF1,PAF1,Paf1,Paf1
FILIP1,FILIP1,Filip1,Filip1
ITGB1BP1,ITGB1BP1,Itgb1bp1,Itgb1bp1
ERP27,ERP27,Erp27,Erp27
RNASE9,RNASE9,Rnase9,Rnase9
MUC6,MUC6,Muc6,Muc6
PBRM1,PBRM1,Pbrm1,Pbrm1
KLF1,KLF1,Klf1,Klf1
TUSC3,TUSC3,Tusc3,Tusc3
FAM71F1,FAM71F1,Fam71f1,Fam71f1
DENND6B,DENND6B,Dennd6b,Dennd6b
DACT2,DACT2,Dact2,Dact2
GLS,GLS,Gls,Gls
NKPD1,NKPD1,Nkpd1,Nkpd1
SLC25A33,SLC25A33,Slc25a33,Slc25a33
TIA1,TIA1,Tia1,Tia1
PRMT2,PRMT2,Prmt2,Prmt2
GDPD2,GDPD2,Gdpd2,Gdpd2
TMEM54,TMEM54,Tmem54,Tmem54
C7orf31,C3H7orf31,4921507P07Rik,LOC500124
APLP1,APLP1,Aplp1,Aplp1
EPHA5,EPHA5,Epha5,Epha5
ZNF354B,ZNF354B,Zfp354b,Znf354b
DES,DES,Des,Des
AFP,AFP,Afp,Afp
TCF25,TCF25,Tcf25,Tcf25
MSMO1,MSMO1,Msmo1,Msmo1
TXNDC16,TXNDC16,Txndc16,Txndc16
FOLH1,FOLH1,Folh1,Folh1
CDK4,CDK4,Cdk4,Cdk4
PRDM10,PRDM10,Prdm10,Prdm10
ARMC8,ARMC8,Armc8,Armc8
ANTXR2,ANTXR2,Antxr2,Antxr2
ITGBL1,ITGBL1,Itgbl1,Itgbl1
HIF1AN,HIF1AN,Hif1an,Hif1an
KIAA1551,KIAA1551,2810474O19Rik,RGD1309621
GSTZ1,GSTZ1,Gstz1,Gstz1
IVNS1ABP,IVNS1ABP,Ivns1abp,Ivns1abp
TIGD2,TIGD2,Tigd2,Tigd2
CLEC11A,CLEC11A,Clec11a,Clec11a
MFSD13A,MFSD13A,Mfsd13a,Mfsd13a
LYZL4,LYZL4,Lyzl4,Lyzl4
MAP4K2,,Map4k2,Map4k2
MRO,MRO,Mro,
APOOL,APOOL,Apool,Apool
LGI3,LGI3,Lgi3,Lgi3
MVP,MVP,Mvp,Mvp
NEDD9,NEDD9,Nedd9,Nedd9
PABPC1L,PABPC1L,Pabpc1l,Pabpc1l
SMIM13,SMIM13,Smim13,Smim13
NECTIN2,NECTIN2,Nectin2,Nectin2
TKTL2,TKTL2,Tktl2,Tktl2
MGAT5,MGAT5,Mgat5,Mgat5
PLPBP,PLPBP,Plpbp,Prosc
SKOR1,SKOR1,Skor1,Skor1
VGLL4,VGLL4,Vgll4,Vgll4
DRAP1,DRAP1,Drap1,Drap1
ENPP4,ENPP4,Enpp4,Enpp4
SMIM8,SMIM8,Smim8,Smim8
RGS9BP,RGS9BP,Rgs9bp,Rgs9bp
TSEN15,TSEN15,Tsen15,Tsen15
C1orf43,C1H1orf43,4933434E20Rik,LOC361985
FAM174B,FAM174B,Fam174b,Fam174b
TMC4,TMC4,Tmc4,Tmc4
CFAP126,,Cfap126,Cfap126
CLPSL2,,Clpsl2,Clpsl2
ZNF292,ZNF292,Zfp292,Zfp292
SRPX2,SRPX2,Srpx2,Srpx2
CYP4F22,CYP4F22,Cyp4f39,Cyp4f39
ARHGAP5,ARHGAP5,Arhgap5,Arhgap5
TDRD7,TDRD7,Tdrd7,Tdrd7
SEC14L4,SEC14L4,Sec14l4,Sec14l4
NUBPL,NUBPL,Nubpl,Nubpl
ZFP36,ZFP36,Zfp36,Zfp36
F2R,F2R,F2r,F2r
MSR1,MSR1,Msr1,Msr1
CIITA,CIITA,Ciita,Ciita
PAH,PAH,Pah,Pah
DHDDS,DHDDS,Dhdds,Dhdds
APLF,APLF,Aplf,Aplf
EFHD2,EFHD2,Efhd2,Efhd2
ZNF169,ZNF169,Zfp169,Zfp169
NUDT21,NUDT21,Nudt21,Nudt21
PCSK4,PCSK4,Pcsk4,Pcsk4
OPCML,OPCML,Opcml,Opcml
LCP2,LCP2,Lcp2,Lcp2
FGF2,FGF2,Fgf2,Fgf2
ANKS4B,ANKS4B,Anks4b,Anks4b
NOG,NOG,Nog,Nog
ATL3,ATL3,Atl3,Atl3
CTRL,CTRL,Ctrl,Ctrl
SIKE1,SIKE1,Sike1,Sike1
MED4,MED4,Med4,Med4
RHOBTB1,RHOBTB1,Rhobtb1,Rhobtb1
SNRPF,,Snrpf,Snrpf
ZDHHC6,ZDHHC6,Zdhhc6,Zdhhc6
RAB5C,RAB5C,Rab5c,Rab5c
DCUN1D3,DCUN1D3,Dcun1d3,Dcun1d3
RERG,RERG,Rerg,Rerg
DZIP1L,DZIP1L,Dzip1l,Dzip1l
C9orf40,C15H9orf40,D030056L22Rik,LOC499331
LEMD1,LEMD1,Lemd1,Lemd1
HSF2,HSF2,Hsf2,Hsf2
JRKL,JRKL,Jrkl,Jrkl
NECTIN3,NECTIN3,Nectin3,Nectin3
PUS3,PUS3,Pus3,Pus3
RNF182,RNF182,Rnf182,Rnf182
