Hum	Mouse	Rat	Macaca
SNORA48B	Gm24782	SNORA48	SNORA48
SNORA48B	Gm25117	SNORA48	SNORA48
SNORA48B	Gm23168	SNORA48	SNORA48
SNORA48B	Gm25771	SNORA48	SNORA48
SNORA48B	Gm22554	SNORA48	SNORA48
SNORA48B	Gm24727	SNORA48	SNORA48
SNORA48B	Gm23598	SNORA48	SNORA48
SNORA48B	Gm23546	SNORA48	SNORA48
SNORA48B	Gm22890	SNORA48	SNORA48
SNORA48B	Gm25291	SNORA48	SNORA48
SNORA48B	Gm23716	SNORA48	SNORA48
SNORA48B	Gm26036	SNORA48	SNORA48
SNORA48B	Gm22210	SNORA48	SNORA48
SNORA48B	Gm23123	SNORA48	SNORA48
SNORA48B	Gm25383	SNORA48	SNORA48
SNORA48B	Gm24780	SNORA48	SNORA48
SNORA48B	Gm24130	SNORA48	SNORA48
SNORA48B	Gm23339	SNORA48	SNORA48
SNORA48B	Gm23993	SNORA48	SNORA48
SNORA48B	Gm24475	SNORA48	SNORA48
SNORA48B	Gm25569	SNORA48	SNORA48
SNORA48B	Gm24262	SNORA48	SNORA48
SNORA48B	Gm25113	SNORA48	SNORA48
SNORA48B	Gm24879	SNORA48	SNORA48
SNORA48B	Gm24288	SNORA48	SNORA48
SNORA48B	Gm22315	SNORA48	SNORA48
SNORA48B	Gm23278	SNORA48	SNORA48
SNORA48B	Gm24963	SNORA48	SNORA48
SNORA48B	Gm22988	SNORA48	SNORA48
SNORA48B	Gm23343	SNORA48	SNORA48
SNORA48B	Gm24782	SNORA48	SNORA48
SNORA48B	Gm25117	SNORA48	SNORA48
SNORA48B	Gm23168	SNORA48	SNORA48
SNORA48B	Gm25771	SNORA48	SNORA48
SNORA48B	Gm22554	SNORA48	SNORA48
SNORA48B	Gm24727	SNORA48	SNORA48
SNORA48B	Gm23598	SNORA48	SNORA48
SNORA48B	Gm23546	SNORA48	SNORA48
SNORA48B	Gm22890	SNORA48	SNORA48
SNORA48B	Gm25291	SNORA48	SNORA48
SNORA48B	Gm23716	SNORA48	SNORA48
SNORA48B	Gm26036	SNORA48	SNORA48
SNORA48B	Gm22210	SNORA48	SNORA48
SNORA48B	Gm23123	SNORA48	SNORA48
SNORA48B	Gm25383	SNORA48	SNORA48
SNORA48B	Gm24780	SNORA48	SNORA48
SNORA48B	Gm24130	SNORA48	SNORA48
SNORA48B	Gm23339	SNORA48	SNORA48
SNORA48B	Gm23993	SNORA48	SNORA48
SNORA48B	Gm24475	SNORA48	SNORA48
SNORA48B	Gm25569	SNORA48	SNORA48
SNORA48B	Gm24262	SNORA48	SNORA48
SNORA48B	Gm25113	SNORA48	SNORA48
SNORA48B	Gm24879	SNORA48	SNORA48
SNORA48B	Gm24288	SNORA48	SNORA48
SNORA48B	Gm22315	SNORA48	SNORA48
SNORA48B	Gm23278	SNORA48	SNORA48
SNORA48B	Gm24963	SNORA48	SNORA48
SNORA48B	Gm22988	SNORA48	SNORA48
SNORA48B	Gm23343	SNORA48	SNORA48
SNORA48B	Gm24782	SNORA48	SNORA48
SNORA48B	Gm25117	SNORA48	SNORA48
SNORA48B	Gm23168	SNORA48	SNORA48
SNORA48B	Gm25771	SNORA48	SNORA48
SNORA48B	Gm22554	SNORA48	SNORA48
SNORA48B	Gm24727	SNORA48	SNORA48
SNORA48B	Gm23598	SNORA48	SNORA48
SNORA48B	Gm23546	SNORA48	SNORA48
SNORA48B	Gm22890	SNORA48	SNORA48
SNORA48B	Gm25291	SNORA48	SNORA48
SNORA48B	Gm23716	SNORA48	SNORA48
SNORA48B	Gm26036	SNORA48	SNORA48
SNORA48B	Gm22210	SNORA48	SNORA48
SNORA48B	Gm23123	SNORA48	SNORA48
SNORA48B	Gm25383	SNORA48	SNORA48
SNORA48B	Gm24780	SNORA48	SNORA48
SNORA48B	Gm24130	SNORA48	SNORA48
SNORA48B	Gm23339	SNORA48	SNORA48
SNORA48B	Gm23993	SNORA48	SNORA48
SNORA48B	Gm24475	SNORA48	SNORA48
SNORA48B	Gm25569	SNORA48	SNORA48
SNORA48B	Gm24262	SNORA48	SNORA48
SNORA48B	Gm25113	SNORA48	SNORA48
SNORA48B	Gm24879	SNORA48	SNORA48
SNORA48B	Gm24288	SNORA48	SNORA48
SNORA48B	Gm22315	SNORA48	SNORA48
SNORA48B	Gm23278	SNORA48	SNORA48
SNORA48B	Gm24963	SNORA48	SNORA48
SNORA48B	Gm22988	SNORA48	SNORA48
SNORA48B	Gm23343	SNORA48	SNORA48
SNORA48B	Gm24782	SNORA48	SNORA48
SNORA48B	Gm25117	SNORA48	SNORA48
SNORA48B	Gm23168	SNORA48	SNORA48
SNORA48B	Gm25771	SNORA48	SNORA48
SNORA48B	Gm22554	SNORA48	SNORA48
SNORA48B	Gm24727	SNORA48	SNORA48
SNORA48B	Gm23598	SNORA48	SNORA48
SNORA48B	Gm23546	SNORA48	SNORA48
SNORA48B	Gm22890	SNORA48	SNORA48
SNORA48B	Gm25291	SNORA48	SNORA48
SNORA48B	Gm23716	SNORA48	SNORA48
SNORA48B	Gm26036	SNORA48	SNORA48
SNORA48B	Gm22210	SNORA48	SNORA48
SNORA48B	Gm23123	SNORA48	SNORA48
SNORA48B	Gm25383	SNORA48	SNORA48
SNORA48B	Gm24780	SNORA48	SNORA48
SNORA48B	Gm24130	SNORA48	SNORA48
SNORA48B	Gm23339	SNORA48	SNORA48
SNORA48B	Gm23993	SNORA48	SNORA48
SNORA48B	Gm24475	SNORA48	SNORA48
SNORA48B	Gm25569	SNORA48	SNORA48
SNORA48B	Gm24262	SNORA48	SNORA48
SNORA48B	Gm25113	SNORA48	SNORA48
SNORA48B	Gm24879	SNORA48	SNORA48
SNORA48B	Gm24288	SNORA48	SNORA48
SNORA48B	Gm22315	SNORA48	SNORA48
SNORA48B	Gm23278	SNORA48	SNORA48
SNORA48B	Gm24963	SNORA48	SNORA48
SNORA48B	Gm22988	SNORA48	SNORA48
SNORA48B	Gm23343	SNORA48	SNORA48
SNORA48B	Gm24782	SNORA48	SNORA48
SNORA48B	Gm25117	SNORA48	SNORA48
SNORA48B	Gm23168	SNORA48	SNORA48
SNORA48B	Gm25771	SNORA48	SNORA48
SNORA48B	Gm22554	SNORA48	SNORA48
SNORA48B	Gm24727	SNORA48	SNORA48
SNORA48B	Gm23598	SNORA48	SNORA48
SNORA48B	Gm23546	SNORA48	SNORA48
SNORA48B	Gm22890	SNORA48	SNORA48
SNORA48B	Gm25291	SNORA48	SNORA48
SNORA48B	Gm23716	SNORA48	SNORA48
SNORA48B	Gm26036	SNORA48	SNORA48
SNORA48B	Gm22210	SNORA48	SNORA48
SNORA48B	Gm23123	SNORA48	SNORA48
SNORA48B	Gm25383	SNORA48	SNORA48
SNORA48B	Gm24780	SNORA48	SNORA48
SNORA48B	Gm24130	SNORA48	SNORA48
SNORA48B	Gm23339	SNORA48	SNORA48
SNORA48B	Gm23993	SNORA48	SNORA48
SNORA48B	Gm24475	SNORA48	SNORA48
SNORA48B	Gm25569	SNORA48	SNORA48
SNORA48B	Gm24262	SNORA48	SNORA48
SNORA48B	Gm25113	SNORA48	SNORA48
SNORA48B	Gm24879	SNORA48	SNORA48
SNORA48B	Gm24288	SNORA48	SNORA48
SNORA48B	Gm22315	SNORA48	SNORA48
SNORA48B	Gm23278	SNORA48	SNORA48
SNORA48B	Gm24963	SNORA48	SNORA48
SNORA48B	Gm22988	SNORA48	SNORA48
SNORA48B	Gm23343	SNORA48	SNORA48
SNORA48B	Gm24782	SNORA48	SNORA48
SNORA48B	Gm25117	SNORA48	SNORA48
SNORA48B	Gm23168	SNORA48	SNORA48
SNORA48B	Gm25771	SNORA48	SNORA48
SNORA48B	Gm22554	SNORA48	SNORA48
SNORA48B	Gm24727	SNORA48	SNORA48
SNORA48B	Gm23598	SNORA48	SNORA48
SNORA48B	Gm23546	SNORA48	SNORA48
SNORA48B	Gm22890	SNORA48	SNORA48
SNORA48B	Gm25291	SNORA48	SNORA48
SNORA48B	Gm23716	SNORA48	SNORA48
SNORA48B	Gm26036	SNORA48	SNORA48
SNORA48B	Gm22210	SNORA48	SNORA48
SNORA48B	Gm23123	SNORA48	SNORA48
SNORA48B	Gm25383	SNORA48	SNORA48
SNORA48B	Gm24780	SNORA48	SNORA48
SNORA48B	Gm24130	SNORA48	SNORA48
SNORA48B	Gm23339	SNORA48	SNORA48
SNORA48B	Gm23993	SNORA48	SNORA48
SNORA48B	Gm24475	SNORA48	SNORA48
SNORA48B	Gm25569	SNORA48	SNORA48
SNORA48B	Gm24262	SNORA48	SNORA48
SNORA48B	Gm25113	SNORA48	SNORA48
SNORA48B	Gm24879	SNORA48	SNORA48
SNORA48B	Gm24288	SNORA48	SNORA48
SNORA48B	Gm22315	SNORA48	SNORA48
SNORA48B	Gm23278	SNORA48	SNORA48
SNORA48B	Gm24963	SNORA48	SNORA48
SNORA48B	Gm22988	SNORA48	SNORA48
SNORA48B	Gm23343	SNORA48	SNORA48
SNORA48B	Gm24782	SNORA48	SNORA48
SNORA48B	Gm25117	SNORA48	SNORA48
SNORA48B	Gm23168	SNORA48	SNORA48
SNORA48B	Gm25771	SNORA48	SNORA48
SNORA48B	Gm22554	SNORA48	SNORA48
SNORA48B	Gm24727	SNORA48	SNORA48
SNORA48B	Gm23598	SNORA48	SNORA48
SNORA48B	Gm23546	SNORA48	SNORA48
SNORA48B	Gm22890	SNORA48	SNORA48
SNORA48B	Gm25291	SNORA48	SNORA48
SNORA48B	Gm23716	SNORA48	SNORA48
SNORA48B	Gm26036	SNORA48	SNORA48
SNORA48B	Gm22210	SNORA48	SNORA48
SNORA48B	Gm23123	SNORA48	SNORA48
SNORA48B	Gm25383	SNORA48	SNORA48
SNORA48B	Gm24780	SNORA48	SNORA48
SNORA48B	Gm24130	SNORA48	SNORA48
SNORA48B	Gm23339	SNORA48	SNORA48
SNORA48B	Gm23993	SNORA48	SNORA48
SNORA48B	Gm24475	SNORA48	SNORA48
SNORA48B	Gm25569	SNORA48	SNORA48
SNORA48B	Gm24262	SNORA48	SNORA48
SNORA48B	Gm25113	SNORA48	SNORA48
SNORA48B	Gm24879	SNORA48	SNORA48
SNORA48B	Gm24288	SNORA48	SNORA48
SNORA48B	Gm22315	SNORA48	SNORA48
SNORA48B	Gm23278	SNORA48	SNORA48
SNORA48B	Gm24963	SNORA48	SNORA48
SNORA48B	Gm22988	SNORA48	SNORA48
SNORA48B	Gm23343	SNORA48	SNORA48
SNORA48B	Gm24782	SNORA48	SNORA48
SNORA48B	Gm25117	SNORA48	SNORA48
SNORA48B	Gm23168	SNORA48	SNORA48
SNORA48B	Gm25771	SNORA48	SNORA48
SNORA48B	Gm22554	SNORA48	SNORA48
SNORA48B	Gm24727	SNORA48	SNORA48
SNORA48B	Gm23598	SNORA48	SNORA48
SNORA48B	Gm23546	SNORA48	SNORA48
SNORA48B	Gm22890	SNORA48	SNORA48
SNORA48B	Gm25291	SNORA48	SNORA48
SNORA48B	Gm23716	SNORA48	SNORA48
SNORA48B	Gm26036	SNORA48	SNORA48
SNORA48B	Gm22210	SNORA48	SNORA48
SNORA48B	Gm23123	SNORA48	SNORA48
SNORA48B	Gm25383	SNORA48	SNORA48
SNORA48B	Gm24780	SNORA48	SNORA48
SNORA48B	Gm24130	SNORA48	SNORA48
SNORA48B	Gm23339	SNORA48	SNORA48
SNORA48B	Gm23993	SNORA48	SNORA48
SNORA48B	Gm24475	SNORA48	SNORA48
SNORA48B	Gm25569	SNORA48	SNORA48
SNORA48B	Gm24262	SNORA48	SNORA48
SNORA48B	Gm25113	SNORA48	SNORA48
SNORA48B	Gm24879	SNORA48	SNORA48
SNORA48B	Gm24288	SNORA48	SNORA48
SNORA48B	Gm22315	SNORA48	SNORA48
SNORA48B	Gm23278	SNORA48	SNORA48
SNORA48B	Gm24963	SNORA48	SNORA48
SNORA48B	Gm22988	SNORA48	SNORA48
SNORA48B	Gm23343	SNORA48	SNORA48
SNORA48B	Gm24782	SNORA48	SNORA48
SNORA48B	Gm25117	SNORA48	SNORA48
SNORA48B	Gm23168	SNORA48	SNORA48
SNORA48B	Gm25771	SNORA48	SNORA48
SNORA48B	Gm22554	SNORA48	SNORA48
SNORA48B	Gm24727	SNORA48	SNORA48
SNORA48B	Gm23598	SNORA48	SNORA48
SNORA48B	Gm23546	SNORA48	SNORA48
SNORA48B	Gm22890	SNORA48	SNORA48
SNORA48B	Gm25291	SNORA48	SNORA48
SNORA48B	Gm23716	SNORA48	SNORA48
SNORA48B	Gm26036	SNORA48	SNORA48
SNORA48B	Gm22210	SNORA48	SNORA48
SNORA48B	Gm23123	SNORA48	SNORA48
SNORA48B	Gm25383	SNORA48	SNORA48
SNORA48B	Gm24780	SNORA48	SNORA48
SNORA48B	Gm24130	SNORA48	SNORA48
SNORA48B	Gm23339	SNORA48	SNORA48
SNORA48B	Gm23993	SNORA48	SNORA48
SNORA48B	Gm24475	SNORA48	SNORA48
SNORA48B	Gm25569	SNORA48	SNORA48
SNORA48B	Gm24262	SNORA48	SNORA48
SNORA48B	Gm25113	SNORA48	SNORA48
SNORA48B	Gm24879	SNORA48	SNORA48
SNORA48B	Gm24288	SNORA48	SNORA48
SNORA48B	Gm22315	SNORA48	SNORA48
SNORA48B	Gm23278	SNORA48	SNORA48
SNORA48B	Gm24963	SNORA48	SNORA48
SNORA48B	Gm22988	SNORA48	SNORA48
SNORA48B	Gm23343	SNORA48	SNORA48
SNORA48B	Gm24782	SNORA48	SNORA48
SNORA48B	Gm25117	SNORA48	SNORA48
SNORA48B	Gm23168	SNORA48	SNORA48
SNORA48B	Gm25771	SNORA48	SNORA48
SNORA48B	Gm22554	SNORA48	SNORA48
SNORA48B	Gm24727	SNORA48	SNORA48
SNORA48B	Gm23598	SNORA48	SNORA48
SNORA48B	Gm23546	SNORA48	SNORA48
SNORA48B	Gm22890	SNORA48	SNORA48
SNORA48B	Gm25291	SNORA48	SNORA48
SNORA48B	Gm23716	SNORA48	SNORA48
SNORA48B	Gm26036	SNORA48	SNORA48
SNORA48B	Gm22210	SNORA48	SNORA48
SNORA48B	Gm23123	SNORA48	SNORA48
SNORA48B	Gm25383	SNORA48	SNORA48
SNORA48B	Gm24780	SNORA48	SNORA48
SNORA48B	Gm24130	SNORA48	SNORA48
SNORA48B	Gm23339	SNORA48	SNORA48
SNORA48B	Gm23993	SNORA48	SNORA48
SNORA48B	Gm24475	SNORA48	SNORA48
SNORA48B	Gm25569	SNORA48	SNORA48
SNORA48B	Gm24262	SNORA48	SNORA48
SNORA48B	Gm25113	SNORA48	SNORA48
SNORA48B	Gm24879	SNORA48	SNORA48
SNORA48B	Gm24288	SNORA48	SNORA48
SNORA48B	Gm22315	SNORA48	SNORA48
SNORA48B	Gm23278	SNORA48	SNORA48
SNORA48B	Gm24963	SNORA48	SNORA48
SNORA48B	Gm22988	SNORA48	SNORA48
SNORA48B	Gm23343	SNORA48	SNORA48
SNORA48B	Gm24782	SNORA48	SNORA48
SNORA48B	Gm25117	SNORA48	SNORA48
SNORA48B	Gm23168	SNORA48	SNORA48
SNORA48B	Gm25771	SNORA48	SNORA48
SNORA48B	Gm22554	SNORA48	SNORA48
SNORA48B	Gm24727	SNORA48	SNORA48
SNORA48B	Gm23598	SNORA48	SNORA48
SNORA48B	Gm23546	SNORA48	SNORA48
SNORA48B	Gm22890	SNORA48	SNORA48
SNORA48B	Gm25291	SNORA48	SNORA48
SNORA48B	Gm23716	SNORA48	SNORA48
SNORA48B	Gm26036	SNORA48	SNORA48
SNORA48B	Gm22210	SNORA48	SNORA48
SNORA48B	Gm23123	SNORA48	SNORA48
SNORA48B	Gm25383	SNORA48	SNORA48
SNORA48B	Gm24780	SNORA48	SNORA48
SNORA48B	Gm24130	SNORA48	SNORA48
SNORA48B	Gm23339	SNORA48	SNORA48
SNORA48B	Gm23993	SNORA48	SNORA48
SNORA48B	Gm24475	SNORA48	SNORA48
SNORA48B	Gm25569	SNORA48	SNORA48
SNORA48B	Gm24262	SNORA48	SNORA48
SNORA48B	Gm25113	SNORA48	SNORA48
SNORA48B	Gm24879	SNORA48	SNORA48
SNORA48B	Gm24288	SNORA48	SNORA48
SNORA48B	Gm22315	SNORA48	SNORA48
SNORA48B	Gm23278	SNORA48	SNORA48
SNORA48B	Gm24963	SNORA48	SNORA48
SNORA48B	Gm22988	SNORA48	SNORA48
SNORA48B	Gm23343	SNORA48	SNORA48
SNORA48B	Gm24782	SNORA48	SNORA48
SNORA48B	Gm25117	SNORA48	SNORA48
SNORA48B	Gm23168	SNORA48	SNORA48
SNORA48B	Gm25771	SNORA48	SNORA48
SNORA48B	Gm22554	SNORA48	SNORA48
SNORA48B	Gm24727	SNORA48	SNORA48
SNORA48B	Gm23598	SNORA48	SNORA48
SNORA48B	Gm23546	SNORA48	SNORA48
SNORA48B	Gm22890	SNORA48	SNORA48
SNORA48B	Gm25291	SNORA48	SNORA48
SNORA48B	Gm23716	SNORA48	SNORA48
SNORA48B	Gm26036	SNORA48	SNORA48
SNORA48B	Gm22210	SNORA48	SNORA48
SNORA48B	Gm23123	SNORA48	SNORA48
SNORA48B	Gm25383	SNORA48	SNORA48
SNORA48B	Gm24780	SNORA48	SNORA48
SNORA48B	Gm24130	SNORA48	SNORA48
SNORA48B	Gm23339	SNORA48	SNORA48
SNORA48B	Gm23993	SNORA48	SNORA48
SNORA48B	Gm24475	SNORA48	SNORA48
SNORA48B	Gm25569	SNORA48	SNORA48
SNORA48B	Gm24262	SNORA48	SNORA48
SNORA48B	Gm25113	SNORA48	SNORA48
SNORA48B	Gm24879	SNORA48	SNORA48
SNORA48B	Gm24288	SNORA48	SNORA48
SNORA48B	Gm22315	SNORA48	SNORA48
SNORA48B	Gm23278	SNORA48	SNORA48
SNORA48B	Gm24963	SNORA48	SNORA48
SNORA48B	Gm22988	SNORA48	SNORA48
SNORA48B	Gm23343	SNORA48	SNORA48
SNORA48B	Gm24782	SNORA48	SNORA48
SNORA48B	Gm25117	SNORA48	SNORA48
SNORA48B	Gm23168	SNORA48	SNORA48
SNORA48B	Gm25771	SNORA48	SNORA48
SNORA48B	Gm22554	SNORA48	SNORA48
SNORA48B	Gm24727	SNORA48	SNORA48
SNORA48B	Gm23598	SNORA48	SNORA48
SNORA48B	Gm23546	SNORA48	SNORA48
SNORA48B	Gm22890	SNORA48	SNORA48
SNORA48B	Gm25291	SNORA48	SNORA48
SNORA48B	Gm23716	SNORA48	SNORA48
SNORA48B	Gm26036	SNORA48	SNORA48
SNORA48B	Gm22210	SNORA48	SNORA48
SNORA48B	Gm23123	SNORA48	SNORA48
SNORA48B	Gm25383	SNORA48	SNORA48
SNORA48B	Gm24780	SNORA48	SNORA48
SNORA48B	Gm24130	SNORA48	SNORA48
SNORA48B	Gm23339	SNORA48	SNORA48
SNORA48B	Gm23993	SNORA48	SNORA48
SNORA48B	Gm24475	SNORA48	SNORA48
SNORA48B	Gm25569	SNORA48	SNORA48
SNORA48B	Gm24262	SNORA48	SNORA48
SNORA48B	Gm25113	SNORA48	SNORA48
SNORA48B	Gm24879	SNORA48	SNORA48
SNORA48B	Gm24288	SNORA48	SNORA48
SNORA48B	Gm22315	SNORA48	SNORA48
SNORA48B	Gm23278	SNORA48	SNORA48
SNORA48B	Gm24963	SNORA48	SNORA48
SNORA48B	Gm22988	SNORA48	SNORA48
SNORA48B	Gm23343	SNORA48	SNORA48
SNORA48B	Gm24782	SNORA48	SNORA48
SNORA48B	Gm25117	SNORA48	SNORA48
SNORA48B	Gm23168	SNORA48	SNORA48
SNORA48B	Gm25771	SNORA48	SNORA48
SNORA48B	Gm22554	SNORA48	SNORA48
SNORA48B	Gm24727	SNORA48	SNORA48
SNORA48B	Gm23598	SNORA48	SNORA48
SNORA48B	Gm23546	SNORA48	SNORA48
SNORA48B	Gm22890	SNORA48	SNORA48
SNORA48B	Gm25291	SNORA48	SNORA48
SNORA48B	Gm23716	SNORA48	SNORA48
SNORA48B	Gm26036	SNORA48	SNORA48
SNORA48B	Gm22210	SNORA48	SNORA48
SNORA48B	Gm23123	SNORA48	SNORA48
SNORA48B	Gm25383	SNORA48	SNORA48
SNORA48B	Gm24780	SNORA48	SNORA48
SNORA48B	Gm24130	SNORA48	SNORA48
SNORA48B	Gm23339	SNORA48	SNORA48
SNORA48B	Gm23993	SNORA48	SNORA48
SNORA48B	Gm24475	SNORA48	SNORA48
SNORA48B	Gm25569	SNORA48	SNORA48
SNORA48B	Gm24262	SNORA48	SNORA48
SNORA48B	Gm25113	SNORA48	SNORA48
SNORA48B	Gm24879	SNORA48	SNORA48
SNORA48B	Gm24288	SNORA48	SNORA48
SNORA48B	Gm22315	SNORA48	SNORA48
SNORA48B	Gm23278	SNORA48	SNORA48
SNORA48B	Gm24963	SNORA48	SNORA48
SNORA48B	Gm22988	SNORA48	SNORA48
SNORA48B	Gm23343	SNORA48	SNORA48
SNORA48B	Gm24782	SNORA48	SNORA48
SNORA48B	Gm25117	SNORA48	SNORA48
SNORA48B	Gm23168	SNORA48	SNORA48
SNORA48B	Gm25771	SNORA48	SNORA48
SNORA48B	Gm22554	SNORA48	SNORA48
SNORA48B	Gm24727	SNORA48	SNORA48
SNORA48B	Gm23598	SNORA48	SNORA48
SNORA48B	Gm23546	SNORA48	SNORA48
SNORA48B	Gm22890	SNORA48	SNORA48
SNORA48B	Gm25291	SNORA48	SNORA48
SNORA48B	Gm23716	SNORA48	SNORA48
SNORA48B	Gm26036	SNORA48	SNORA48
SNORA48B	Gm22210	SNORA48	SNORA48
SNORA48B	Gm23123	SNORA48	SNORA48
SNORA48B	Gm25383	SNORA48	SNORA48
SNORA48B	Gm24780	SNORA48	SNORA48
SNORA48B	Gm24130	SNORA48	SNORA48
SNORA48B	Gm23339	SNORA48	SNORA48
SNORA48B	Gm23993	SNORA48	SNORA48
SNORA48B	Gm24475	SNORA48	SNORA48
SNORA48B	Gm25569	SNORA48	SNORA48
SNORA48B	Gm24262	SNORA48	SNORA48
SNORA48B	Gm25113	SNORA48	SNORA48
SNORA48B	Gm24879	SNORA48	SNORA48
SNORA48B	Gm24288	SNORA48	SNORA48
SNORA48B	Gm22315	SNORA48	SNORA48
SNORA48B	Gm23278	SNORA48	SNORA48
SNORA48B	Gm24963	SNORA48	SNORA48
SNORA48B	Gm22988	SNORA48	SNORA48
SNORA48B	Gm23343	SNORA48	SNORA48
SNORA48B	Gm24782	SNORA48	SNORA48
SNORA48B	Gm25117	SNORA48	SNORA48
SNORA48B	Gm23168	SNORA48	SNORA48
SNORA48B	Gm25771	SNORA48	SNORA48
SNORA48B	Gm22554	SNORA48	SNORA48
SNORA48B	Gm24727	SNORA48	SNORA48
SNORA48B	Gm23598	SNORA48	SNORA48
SNORA48B	Gm23546	SNORA48	SNORA48
SNORA48B	Gm22890	SNORA48	SNORA48
SNORA48B	Gm25291	SNORA48	SNORA48
SNORA48B	Gm23716	SNORA48	SNORA48
SNORA48B	Gm26036	SNORA48	SNORA48
SNORA48B	Gm22210	SNORA48	SNORA48
SNORA48B	Gm23123	SNORA48	SNORA48
SNORA48B	Gm25383	SNORA48	SNORA48
SNORA48B	Gm24780	SNORA48	SNORA48
SNORA48B	Gm24130	SNORA48	SNORA48
SNORA48B	Gm23339	SNORA48	SNORA48
SNORA48B	Gm23993	SNORA48	SNORA48
SNORA48B	Gm24475	SNORA48	SNORA48
SNORA48B	Gm25569	SNORA48	SNORA48
SNORA48B	Gm24262	SNORA48	SNORA48
SNORA48B	Gm25113	SNORA48	SNORA48
SNORA48B	Gm24879	SNORA48	SNORA48
SNORA48B	Gm24288	SNORA48	SNORA48
SNORA48B	Gm22315	SNORA48	SNORA48
SNORA48B	Gm23278	SNORA48	SNORA48
SNORA48B	Gm24963	SNORA48	SNORA48
SNORA48B	Gm22988	SNORA48	SNORA48
SNORA48B	Gm23343	SNORA48	SNORA48
SNORA48B	Gm24782	SNORA48	SNORA48
SNORA48B	Gm25117	SNORA48	SNORA48
SNORA48B	Gm23168	SNORA48	SNORA48
SNORA48B	Gm25771	SNORA48	SNORA48
SNORA48B	Gm22554	SNORA48	SNORA48
SNORA48B	Gm24727	SNORA48	SNORA48
SNORA48B	Gm23598	SNORA48	SNORA48
SNORA48B	Gm23546	SNORA48	SNORA48
SNORA48B	Gm22890	SNORA48	SNORA48
SNORA48B	Gm25291	SNORA48	SNORA48
SNORA48B	Gm23716	SNORA48	SNORA48
SNORA48B	Gm26036	SNORA48	SNORA48
SNORA48B	Gm22210	SNORA48	SNORA48
SNORA48B	Gm23123	SNORA48	SNORA48
SNORA48B	Gm25383	SNORA48	SNORA48
SNORA48B	Gm24780	SNORA48	SNORA48
SNORA48B	Gm24130	SNORA48	SNORA48
SNORA48B	Gm23339	SNORA48	SNORA48
SNORA48B	Gm23993	SNORA48	SNORA48
SNORA48B	Gm24475	SNORA48	SNORA48
SNORA48B	Gm25569	SNORA48	SNORA48
SNORA48B	Gm24262	SNORA48	SNORA48
SNORA48B	Gm25113	SNORA48	SNORA48
SNORA48B	Gm24879	SNORA48	SNORA48
SNORA48B	Gm24288	SNORA48	SNORA48
SNORA48B	Gm22315	SNORA48	SNORA48
SNORA48B	Gm23278	SNORA48	SNORA48
SNORA48B	Gm24963	SNORA48	SNORA48
SNORA48B	Gm22988	SNORA48	SNORA48
SNORA48B	Gm23343	SNORA48	SNORA48
SNORA48B	Gm24782	SNORA48	SNORA48
SNORA48B	Gm25117	SNORA48	SNORA48
SNORA48B	Gm23168	SNORA48	SNORA48
SNORA48B	Gm25771	SNORA48	SNORA48
SNORA48B	Gm22554	SNORA48	SNORA48
SNORA48B	Gm24727	SNORA48	SNORA48
SNORA48B	Gm23598	SNORA48	SNORA48
SNORA48B	Gm23546	SNORA48	SNORA48
SNORA48B	Gm22890	SNORA48	SNORA48
SNORA48B	Gm25291	SNORA48	SNORA48
SNORA48B	Gm23716	SNORA48	SNORA48
SNORA48B	Gm26036	SNORA48	SNORA48
SNORA48B	Gm22210	SNORA48	SNORA48
SNORA48B	Gm23123	SNORA48	SNORA48
SNORA48B	Gm25383	SNORA48	SNORA48
SNORA48B	Gm24780	SNORA48	SNORA48
SNORA48B	Gm24130	SNORA48	SNORA48
SNORA48B	Gm23339	SNORA48	SNORA48
SNORA48B	Gm23993	SNORA48	SNORA48
SNORA48B	Gm24475	SNORA48	SNORA48
SNORA48B	Gm25569	SNORA48	SNORA48
SNORA48B	Gm24262	SNORA48	SNORA48
SNORA48B	Gm25113	SNORA48	SNORA48
SNORA48B	Gm24879	SNORA48	SNORA48
SNORA48B	Gm24288	SNORA48	SNORA48
SNORA48B	Gm22315	SNORA48	SNORA48
SNORA48B	Gm23278	SNORA48	SNORA48
SNORA48B	Gm24963	SNORA48	SNORA48
SNORA48B	Gm22988	SNORA48	SNORA48
SNORA48B	Gm23343	SNORA48	SNORA48
SNORA48B	Gm24782	SNORA48	SNORA48
SNORA48B	Gm25117	SNORA48	SNORA48
SNORA48B	Gm23168	SNORA48	SNORA48
SNORA48B	Gm25771	SNORA48	SNORA48
SNORA48B	Gm22554	SNORA48	SNORA48
SNORA48B	Gm24727	SNORA48	SNORA48
SNORA48B	Gm23598	SNORA48	SNORA48
SNORA48B	Gm23546	SNORA48	SNORA48
SNORA48B	Gm22890	SNORA48	SNORA48
SNORA48B	Gm25291	SNORA48	SNORA48
SNORA48B	Gm23716	SNORA48	SNORA48
SNORA48B	Gm26036	SNORA48	SNORA48
SNORA48B	Gm22210	SNORA48	SNORA48
SNORA48B	Gm23123	SNORA48	SNORA48
SNORA48B	Gm25383	SNORA48	SNORA48
SNORA48B	Gm24780	SNORA48	SNORA48
SNORA48B	Gm24130	SNORA48	SNORA48
SNORA48B	Gm23339	SNORA48	SNORA48
SNORA48B	Gm23993	SNORA48	SNORA48
